xyzid,SMILES,solvent,exp. abs. energy[eV],b3lyp cal. abs. energy[eV],b3lyp delta[eV],wb97 cal. abs. energy[eV],wb97 delta[eV],wb97x cal. abs. energy[eV],wb97x delta[eV],wpbeh cal. abs. energy[eV],wpbeh delta,pbe0 cal. abs. energy[eV],pbe0 delta[eV],camb3lyp cal. abs. energy[eV],camb3lyp delta[eV]
405, CCN(c1ccc2c(c1)oc(=O)cc2C(C(F)(F)F)(F)F)CC,dichloromethane,3.031,6.354,3.323,3.493,0.462,6.552,3.521,6.742,3.711,6.521,3.49,6.777,3.746
406, CCN(c1ccc2c(c1)oc(=O)cc2C(F)(F)F)CC,dichloromethane,3.092,6.36,3.268,6.097,3.005,6.561,3.469,6.745,3.653,6.526,3.434,6.779,3.687
407, CCN(c1ccc2c(c1)oc(=O)cc2C)CC,dichloromethane,3.333,6.383,3.05,3.73,0.397,6.589,3.256,6.781,3.448,6.564,3.231,6.805,3.472
408, CCNc1cccc2c1C(=O)c1ccccc1C2=O,dichloromethane,2.431,2.576,0.145,2.723,0.292,5.086,2.655,5.206,2.775,2.681,0.25,5.816,3.385
409, CCOC(=O)c1c(C)cn2c(c1C)nc1c2cc(c(c1)C)C,dichloromethane,4.94,4.737,-0.203,4.954,0.014,5.363,0.423,5.495,0.555,4.942,0.002,5.519,0.579
410, CCOC(=O)c1c(C)cn2c(c1C)nc1c2cccc1,dichloromethane,4.959,5.267,0.308,5.062,0.103,5.435,0.476,5.591,0.632,5.399,0.44,5.603,0.644
411, CCOC(=O)c1c(C)cn2c(c1c1ccccc1)nc1c2cc(c(c1)C)C,dichloromethane,4.806,4.509,-0.297,4.653,-0.153,4.978,0.172,5.146,0.34,4.677,-0.129,5.134,0.328
412, CCOC(=O)c1c(C)cn2c(c1c1ccccc1)nc1c2cccc1,dichloromethane,4.901,4.605,-0.296,4.713,-0.188,5.014,0.113,5.182,0.281,4.762,-0.139,5.158,0.257
413, CC1(C)c2cc(ccc2c2c1cc(cc2)c1c2ccccc2c(c2c1cccc2)c1ccc(cc1)c1c2ccccc2c(c2c1cccc2)c1ccccc1)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,dichloromethane,2.824,3.283,0.459,3.331,0.507,3.535,0.711,3.679,0.855,3.246,0.422,3.667,0.843
414, CCOC(=O)c1cc2cc(cn2cc1c1ccc(cc1)Cl)C(=O)C,dichloromethane,4.558,4.665,0.107,4.701,0.143,5.038,0.48,5.194,0.636,4.822,0.264,5.17,0.612
415, CC(CCC1(CCC(C)C)c2cc(ccc2c2c1cccc2)c1cc(c2ccc3c(c2)C(CCC(C)C)(CCC(C)C)c2c3cccc2)c2c3c1ccc1c3c(cc2)c(cc1c1ccc2c(c1)C(CCC(C)C)(CCC(C)C)c1c2cccc1)c1ccc2c(c1)C(CCC(C)C)(CCC(C)C)c1c2cccc1)C,dichloromethane,3.139,2.819,-0.32,4.016,0.877,4.269,1.13,4.425,1.286,2.92,-0.219,4.329,1.19
416, CC(C1=CC(=CC=Cc2cnccn2)C=C(O1)C(C)(C)C)(C)C,dichloromethane,2.904,2.967,0.063,3.05,0.146,3.259,0.355,3.332,0.428,3.059,0.155,3.343,0.439
417, n1nnc(c(n1)c1cccs1)c1cccs1,dichloromethane,1.343,3.355,2.012,3.409,2.066,3.667,2.324,3.788,2.445,3.463,2.12,3.776,2.433
418, C(=CC=C1C=C(OC(=C1)c1ccccc1)c1ccccc1)C=Cc1ccncn1,dichloromethane,2.644,2.59,-0.054,2.712,0.068,2.901,0.257,2.966,0.322,2.654,0.01,2.952,0.308
419, C#Cc1nc(C=Cc2ccc(cc2)OC)cc(n1)C=Cc1ccc(cc1)OC,dichloromethane,3.406,3.043,-0.363,3.373,-0.033,3.621,0.215,3.726,0.32,3.175,-0.231,3.688,0.282
420, C#Cc1nc(C=Cc2ccc(cc2)N(C)C)cc(n1)C=Cc1ccc(cc1)N(C)C,dichloromethane,2.818,2.642,-0.176,3.084,0.266,3.305,0.487,3.373,0.555,2.759,-0.059,3.327,0.509
421, C#Cc1ccc(cc1)N(c1ccc(cc1)C#Cc1ccc(nn1)OC)c1ccc(cc1)C#Cc1ccc(nn1)OC,dichloromethane,3.378,2.922,-0.456,3.499,0.121,3.812,0.434,3.848,0.47,3.06,-0.318,3.691,0.313
422, Brc1cccc(c1)[N+](=Cc1ccc2c(c1)Sc1c(N2C)cccc1)[O-],dichloromethane,3.911,4.269,0.358,4.605,0.694,3.81,-0.101,5.218,1.307,4.461,0.55,5.158,1.247
423, Brc1cccc(c1)C=NCCN=Cc1cccc(c1)Br,dichloromethane,5.081,5.122,0.041,5.05,-0.031,5.339,0.258,5.456,0.375,5.014,-0.067,5.457,0.376
424, Brc1ccc2c(c1)C(C)(C)c1c2cc2c(c1)c(C#Cc1ccccc1)c1c(c2C#Cc2ccccc2)cccc1,dichloromethane,2.588,2.996,0.408,3.248,0.66,3.489,0.901,3.566,0.978,3.103,0.515,3.533,0.945
425, Brc1ccc2c(c1)C(C)(C)c1c2cc2c(c1)c(C#Cc1ccc3c(c1)C(C)(C)c1c3cccc1)c1c(c2C#Cc2ccc3c(c2)C(C)(C)c2c3cccc2)cccc1,dichloromethane,2.475,2.706,0.231,3.046,0.571,3.283,0.808,3.374,0.899,2.819,0.344,3.32,0.845
426, Brc1ccc2c(c1)C(C)(C)c1c2cc2c(c1)c(C#C[Si](C)(C)C)c1c(c2C#C[Si](C)(C)C)cccc1,dichloromethane,2.719,4.088,1.369,4.293,1.574,4.598,1.879,4.317,1.598,4.232,1.513,4.299,1.58
427, CC(CCC1(CCC(C)C)c2cc(ccc2c2c1cccc2)c1cc(c2ccc3c(c2)C(CCC(C)C)(CCC(C)C)c2c3cccc2)c2c3c1cc(c1ccc4c(c1)C(CCC(C)C)(CCC(C)C)c1c4cccc1)c1c3c(c(c2)c2ccc3c(c2)C(CCC(C)C)(CCC(C)C)c2c3cccc2)cc(c1)C(C)(C)C)C,dichloromethane,2.805,3.072,0.267,3.896,1.091,4.191,1.386,4.353,1.548,3.643,0.838,4.317,1.512
428, Brc1ccc(cc1)[N+](=Cc1ccc2c(c1)Sc1c(N2C)cccc1)[O-],dichloromethane,3.924,4.269,0.345,4.605,0.681,5.038,1.114,5.194,1.27,4.461,0.537,5.158,1.234
429, C(=Cc1ncnc(c1)C=CC=C1C=C(OC(=C1)c1ccccc1)c1ccccc1)C=C1C=C(OC(=C1)c1ccccc1)c1ccccc1,dichloromethane,2.465,2.27,-0.195,2.631,0.166,2.814,0.349,2.896,0.431,2.379,-0.086,2.851,0.386
430, C(CP(c1ccccc1)c1ccccc1)CP(c1ccccc1)c1ccccc1,dichloromethane,2.61,4.942,2.332,5.122,2.512,5.447,2.837,5.519,2.909,5.074,2.464,5.567,2.957
431, C1(C)c2cc3c(C#C[Si](C)(C)C)c4ccccc4c(c3cc2c2c1cc(Br)cc2)C#C[Si](C)(C)C,dichloromethane,2.713,3.848,1.135,4.04,1.327,4.314,1.601,4.422,1.709,3.968,1.255,4.397,1.684
432, C1(C)c2cc3c(C#C[Si](C)(C)C)c4ccccc4c(c3cc2c2c1cccc2)C#C[Si](C)(C)C,dichloromethane,2.719,3.98,1.261,4.269,1.55,4.341,1.622,4.453,1.734,4.124,1.405,4.428,1.709
433, C1(C)c2cc3c(C#Cc4ccccc4)c4ccccc4c(c3cc2c2c1cc(Br)cc2)C#Cc1ccccc1,dichloromethane,2.578,2.456,-0.122,2.666,0.088,4.112,1.534,4.81,2.232,2.529,-0.049,4.16,1.582
434, C1(C)c2cc3c(C#Cc4ccccc4)c4ccccc4c(c3cc2c2c1cccc2)C#Cc1ccccc1,dichloromethane,2.583,2.463,-0.12,4.413,1.83,4.737,2.154,4.834,2.251,2.535,-0.048,2.893,0.31
435, CC(C1=CC(=CC=Cc2cccnn2)C=C(O1)C(C)(C)C)(C)C,dichloromethane,3.024,3.307,0.283,3.147,0.123,3.356,0.332,3.427,0.403,3.162,0.138,3.445,0.421
436, CC(C1=CC(=CC=Cc2ccncn2)C=C(O1)C(C)(C)C)(C)C,dichloromethane,2.89,3.135,0.245,3.073,0.183,3.268,0.378,3.332,0.442,3.19,0.3,3.354,0.464
437, CC(C1=CC(=CC=Cc2cnc3c(n2)cccc3)C=C(O1)C(C)(C)C)(C)C,dichloromethane,2.638,3.415,0.777,2.744,0.106,2.949,0.311,3.035,0.397,2.686,0.048,3.032,0.394
438, Brc1ccc(c(c1)c1nc2CCc3c(c2c2c1c1ccccc1CC2)cccc3)O,dichloromethane,3.594,4.509,0.915,4.629,1.035,4.954,1.36,5.074,1.48,4.653,1.059,5.074,1.48
439, COc1ccccc1C=NCCN=Cc1ccccc1OC,dichloromethane,5.04,4.24,-0.8,4.951,-0.089,5.267,0.227,5.405,0.365,5.164,0.124,6.559,1.519
440, CCOC(=O)c1cc2cc(cn2cc1c1ccc(cc1)Cl)C(=O)c1ccccc1,dichloromethane,4.444,4.293,-0.151,4.533,0.089,4.882,0.438,5.038,0.594,4.449,0.005,5.026,0.582
441, CCOC(=O)c1cc2cc(cn2cc1c1ccc2c(c1)cccc2)C(=O)C,dichloromethane,4.75,4.353,-0.397,4.846,0.096,5.206,0.456,5.363,0.613,4.653,-0.097,5.315,0.565
442, COc1cc(c(cc1C(=Cc1ccc(cc1)C#N)C#N)OC)C(=Cc1ccc(cc1)C#N)C#N,dichloromethane,2.805,4.124,1.319,3.974,1.169,4.305,1.5,4.485,1.68,4.365,1.56,4.413,1.608
443, COc1cc(c(cc1C(=Cc1ccc(cc1)OC)C#N)OC)C(=Cc1ccc(cc1)OC)C#N,dichloromethane,2.87,4.028,1.158,3.812,0.942,4.208,1.338,4.377,1.507,4.208,1.338,4.377,1.507
444, COc1cc(c(cc1C(=Cc1ccc(cc1)c1nnc(o1)C)C#N)OC)C(=Cc1ccc(cc1)c1nnc(o1)C)C#N,dichloromethane,2.78,3.848,1.068,3.738,0.958,4.137,1.357,4.317,1.537,4.04,1.26,4.257,1.477
445, COc1cc(ccc1OC)c1ccc(cc1)c1[nH]c(=O)c2c1c(=O)[nH]c2c1ccc(cc1)c1ccc(c(c1)OC)OC,dichloromethane,2.283,2.459,0.176,2.694,0.411,2.866,0.583,2.928,0.645,2.534,0.251,2.893,0.61
446, COc1cc(ccc1OC)c1ccc(cc1)c1c2c(=O)n(c(c2c(=O)n1C(=O)OC(C)(C)C)c1ccc(cc1)c1ccc(c(c1)OC)OC)C(=O)OC(C)(C)C,dichloromethane,2.627,2.492,-0.135,2.791,0.164,3.005,0.378,3.168,0.541,2.612,-0.015,3.111,0.484
447, COc1ccc(cc1)C#Cc1c(F)c(F)c(c(c1F)F)C#Cc1ccc(cc1)OC,dichloromethane,3.425,3.146,-0.279,3.617,0.192,3.826,0.401,3.796,0.371,3.271,-0.154,3.741,0.316
448, COc1ccc(cc1)C#Cc1c2ccccc2c(c2c1cc1c3ccccc3C(c1c2)(C)C)C#Cc1ccc(cc1)OC,dichloromethane,2.551,2.802,0.251,3.09,0.539,3.379,0.828,3.415,0.864,2.898,0.347,3.403,0.852
449, COc1ccc(cc1)C#Cc1ccc(cc1)c1c(F)c(F)c(c(c1F)F)c1ccc(cc1)C#Cc1ccc(cc1)OC,dichloromethane,3.757,3.212,-0.545,3.686,-0.071,3.968,0.211,4.095,0.338,3.405,-0.352,3.975,0.218
450, COc1ccc(cc1)C1CC(=NN1c1cccc(c1)S(=O)(=O)c1cccc(c1)N1N=C(CC1c1ccc(cc1)OC)c1ccc(cc1)Cl)c1ccc(cc1)Cl,dichloromethane,3.434,3.487,0.053,3.583,0.149,3.884,0.45,3.968,0.534,3.571,0.137,3.968,0.534
451, COc1ccc(cc1)C1CC(=NN1c1cccc(c1)S(=O)(=O)c1cccc(c1)N1N=C(CC1c1ccc(cc1)OC)c1ccc(cc1)OC)c1ccc(cc1)OC,dichloromethane,3.594,3.571,-0.023,3.607,0.013,3.896,0.302,4.004,0.41,3.667,0.073,4.04,0.446
452, COc1c(ccc2c1ccc(c2OC)C(=Cc1ccc(cc1)c1nnc(o1)C)C#N)C(=Cc1ccc(cc1)c1nnc(o1)C)C#N,dichloromethane,2.98,3.836,0.856,4.028,1.048,4.281,1.301,3.983,1.003,3.614,0.634,3.949,0.969
453, COc1ccc(cc1)C1CC(=NN1c1cccc(c1)S(=O)(=O)c1cccc(c1)N1N=C(CC1c1ccc(cc1)OC)c1ccccc1)c1ccccc1,dichloromethane,3.583,3.619,0.036,3.655,0.072,3.896,0.313,4.016,0.433,3.643,0.06,4.124,0.541
454, COc1ccc(cc1)C=Cc1cc(C=Cc2ccc(cc2)OC)nc(n1)I,dichloromethane,3.315,2.94,-0.375,3.242,-0.073,3.514,0.199,3.625,0.31,3.07,-0.245,3.587,0.272
455, COc1ccc(cc1)C=Cc1nc(C#Cc2ccc(cc2)N(c2ccc(cc2)C#Cc2nc(C=Cc3ccc(cc3)OC)cc(n2)C=Cc2ccc(cc2)OC)c2ccc(cc2)C#Cc2nc(C=Cc3ccc(cc3)OC)cc(n2)C=Cc2ccc(cc2)OC)nc(c1)C=Cc1ccc(cc1)OC,dichloromethane,3.297,3.054,-0.243,3.403,0.106,3.655,0.358,3.727,0.43,3.198,-0.099,3.691,0.394
456, COc1ccc(cc1)C=NCCN=Cc1ccc(cc1)OC,dichloromethane,4.843,4.762,-0.081,4.557,-0.286,4.87,0.027,5.014,0.171,4.629,-0.214,5.026,0.183
457, COc1ccc(cc1)c1c(F)c(F)c(c(c1F)F)c1ccc(cc1)OC,dichloromethane,4.397,4.076,-0.321,4.305,-0.092,4.774,0.377,4.846,0.449,4.253,-0.144,4.705,0.308
458, COc1ccc(cc1)c1cc(c2ccc(cc2)OC)c2c3c1ccc1c3c(cc2)c(cc1c1ccc(cc1)OC)c1ccc(cc1)OC,dichloromethane,3.155,3.027,-0.128,4.293,1.138,4.649,1.494,4.786,1.631,3.103,-0.052,4.713,1.558
459, COc1ccc(cc1)c1cc(n(n1)Cc1ccc(cc1)C(C)(C)C)c1nnc(o1)c1ccc(cc1)C,dichloromethane,4.412,4.112,-0.3,4.293,-0.119,4.534,0.122,4.624,0.212,4.286,-0.126,4.653,0.241
460, COc1ccc(cc1)c1cc(n(n1)Cc1ccc(cc1)C(C)(C)C)c1nnc(o1)c1cccc(c1)Br,dichloromethane,4.509,4.148,-0.361,4.425,-0.084,4.774,0.265,4.646,0.137,4.317,-0.192,4.846,0.337
461, COc1ccc(cc1)c1cc(n(n1)Cc1ccc(cc1)C(C)(C)C)c1nnc(o1)c1ccccc1,dichloromethane,4.542,4.208,-0.334,4.22,-0.322,4.557,0.015,4.701,0.159,4.365,-0.177,4.894,0.352
462, COc1ccc(cc1)c1ccc(cc1)c1[nH]c(=O)c2c1c(=O)[nH]c2c1ccc(cc1)c1ccc(cc1)OC,dichloromethane,2.292,2.433,0.141,2.684,0.392,2.854,0.562,2.911,0.619,2.523,0.231,2.879,0.587
463, COc1ccc(cc1)c1ccc(cc1)c1n(C(=O)OC(C)(C)C)c(=O)c2c1c(=O)n(c2c1ccc(cc1)c1ccc(cc1)OC)C(=O)OC(C)(C)C,dichloromethane,2.649,2.461,-0.188,2.802,0.153,3.074,0.425,3.144,0.495,2.581,-0.068,3.063,0.414
464, COc1ccc(cc1)C=Cc1c(F)c(F)c(c(c1F)F)C=Cc1ccc(cc1)OC,dichloromethane,3.769,2.991,-0.778,3.35,-0.419,3.574,-0.195,3.642,-0.127,3.103,-0.666,3.558,-0.211
465, CCOC(=O)c1cc2cc(cn2cc1c1ccc(cc1)OC)C(=O)C,dichloromethane,4.661,4.1,-0.561,4.497,-0.164,4.874,0.213,5.026,0.365,5.146,0.485,4.971,0.31
466, COc1c(ccc2c1ccc(c2OC)C(=Cc1ccc(cc1)OC)C#N)C(=Cc1ccc(cc1)OC)C#N,dichloromethane,3.069,4.196,1.127,4.208,1.139,4.533,1.464,4.341,1.272,4.148,1.079,4.269,1.2
467, CN1c2ccc(cc2Sc2c1ccc(c2)C=C1SC(=S)N(C1=O)CC(=O)O)n1c2ccc(cc2c2c1ccc(c2)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C,dichloromethane,2.725,3.138,0.413,2.788,0.063,3.003,0.278,3.039,0.314,3.283,0.558,2.985,0.26
468, CCOC(=O)c1cc2cc(cn2cc1c1ccccc1)C(=O)C,dichloromethane,4.609,4.725,0.116,4.882,0.273,5.05,0.441,5.194,0.585,4.894,0.285,5.17,0.561
469, CCOC(=O)c1cc2cc(cn2cc1c1cccs1)C(=O)C,dichloromethane,4.644,4.157,-0.487,4.593,-0.051,4.942,0.298,5.074,0.43,4.347,-0.297,5.026,0.382
470, CCOC(=O)c1cc2cc(cn2cc1c1cccs1)C(=O)c1ccccc1,dichloromethane,4.428,4.533,0.105,4.461,0.033,4.725,0.297,4.882,0.454,4.762,0.334,4.822,0.394
471, CCOC(=O)c1cc2nc3c(n2cc1C)cccc3,dichloromethane,4.901,4.99,0.089,5.038,0.137,5.423,0.522,5.567,0.666,5.206,0.305,5.567,0.666
472, CCOC(=O)c1ccn2c(c1)nc1c2cccc1,dichloromethane,4.999,4.995,-0.004,5.014,0.015,5.399,0.4,5.543,0.544,5.206,0.207,5.531,0.532
473, CCOC(=O)c1ccn2c(c1C)nc1c2cc(c(c1)C)C,dichloromethane,4.92,4.894,-0.026,4.906,-0.014,5.303,0.383,5.447,0.527,5.086,0.166,5.447,0.527
474, CCOC(=O)c1ccn2c(c1C)nc1c2cccc1,dichloromethane,4.959,4.99,0.031,5.002,0.043,5.399,0.44,5.543,0.584,5.194,0.235,5.543,0.584
475, CCOC(=O)c1ccn2c(c1c1ccccc1)nc1c2cc(c(c1)C)C,dichloromethane,5.438,4.605,-0.833,4.725,-0.713,5.134,-0.304,5.303,-0.135,4.786,-0.652,5.291,-0.147
476, CCOC(=O)c1ccn2c(c1c1ccccc1)nc1c2cccc1,dichloromethane,4.843,4.966,0.123,4.798,-0.045,5.218,0.375,5.387,0.544,4.87,0.027,5.375,0.532
477, CCOc1cccc(c1O)c1nc2CCc3c(c2c2c1c1ccccc1CC2)cccc3,dichloromethane,3.701,4.333,0.632,4.617,0.916,4.846,1.145,4.954,1.253,4.473,0.772,4.954,1.253
478, COc1c(ccc2c1ccc(c2OC)C(=Cc1ccc(cc1)C#N)C#N)C(=Cc1ccc(cc1)C#N)C#N,dichloromethane,3.009,3.956,0.947,4.293,1.284,4.605,1.596,4.677,1.668,4.064,1.055,4.677,1.668
479, CN(c1ccc(cc1)C#Cc1c(F)c(F)c(c(c1F)F)C#Cc1ccc(cc1)N(C)C)C,dichloromethane,3.031,2.762,-0.269,3.461,0.43,3.668,0.637,3.78,0.749,2.879,-0.152,3.71,0.679
480, CN(c1ccc(cc1)C#Cc1ccc(cc1)C=C(C(=O)O)C#N)C,dichloromethane,2.87,2.302,-0.568,3.12,0.25,3.349,0.479,3.449,0.579,2.457,-0.413,3.295,0.425
481, CN(c1ccc(cc1)C#Cc1ccc(cc1)c1c(F)c(F)c(c(c1F)F)c1ccc(cc1)C#Cc1ccc(cc1)N(C)C)C,dichloromethane,3.416,2.854,-0.562,3.506,0.09,3.757,0.341,3.86,0.444,3.044,-0.372,3.749,0.333
482, CN(c1ccc(cc1)C#Cc1ccc(s1)C=C(C(=O)O)C#N)C,dichloromethane,2.583,2.237,-0.346,2.815,0.232,3.029,0.446,3.112,0.529,2.358,-0.225,2.985,0.402
483, CN(c1ccc(cc1)C(=C(C#N)C#N)C(=C(C#N)C#N)c1ccc(cc1)C(=O)O)C,dichloromethane,2.649,3.092,0.443,3.203,0.554,3.473,0.824,3.544,0.895,3.169,0.52,3.498,0.849
484, CN(c1ccc(cc1)C=Cc1nc(C#Cc2ccc(cc2)N(c2ccc(cc2)C#Cc2nc(C=Cc3ccc(cc3)N(C)C)cc(n2)C=Cc2ccc(cc2)N(C)C)c2ccc(cc2)C#Cc2nc(C=Cc3ccc(cc3)N(C)C)cc(n2)C=Cc2ccc(cc2)N(C)C)nc(c1)C=Cc1ccc(cc1)N(C)C)C,dichloromethane,3.039,2.669,-0.37,3.126,0.087,3.331,0.292,3.391,0.352,2.79,-0.249,3.343,0.304
485, CN(c1ccc(cc1)c1c(F)c(F)c(c(c1F)F)c1ccc(cc1)N(C)C)C,dichloromethane,3.746,3.507,-0.239,3.928,0.182,4.203,0.457,4.37,0.624,3.68,-0.066,4.219,0.473
486, CN(c1ccc(cc1)c1ccc(cc1)c1[nH]c(=O)c2c1c(=O)[nH]c2c1ccc(cc1)c1ccc(cc1)N(C)C)C,dichloromethane,2.191,2.095,-0.096,2.62,0.429,2.78,0.589,2.83,0.639,2.201,0.01,2.766,0.575
487, CN(c1ccc(cc1)c1ccc(cc1)c1n(C(=O)OC(C)(C)C)c(=O)c2c1c(=O)n(c2c1ccc(cc1)c1ccc(cc1)N(C)C)C(=O)OC(C)(C)C)C,dichloromethane,2.394,1.985,-0.409,2.673,0.279,2.904,0.51,2.99,0.596,2.119,-0.275,2.868,0.474
488, CN1C(=O)C(=CC=C2OC(=CC(=C2)c2ccccc2)c2ccccc2)C(=O)N(C1=O)C,dichloromethane,2.21,2.566,0.356,2.663,0.453,2.837,0.627,2.904,0.694,2.661,0.451,2.894,0.684
489, CN1C(=O)C(=CC=CC=C2C=C(OC(=C2)c2ccccc2)c2ccccc2)C(=O)N(C1=S)C,dichloromethane,2,2.451,0.451,2.332,0.332,2.454,0.454,2.517,0.517,2.497,0.497,2.534,0.534
490, CN(c1ccc(cc1)C#Cc1ccc(cc1)C(=O)O)C,dichloromethane,3.246,3.055,-0.191,3.559,0.313,3.786,0.54,3.884,0.638,3.205,-0.041,3.812,0.566
491, CC(c1ccc(cc1)c1ccc(cc1)c1[nH]c(=O)c2c1c(=O)[nH]c2c1ccc(cc1)c1ccc(cc1)C(C)(C)C)(C)C,dichloromethane,2.313,2.514,0.201,2.722,0.409,2.878,0.565,2.934,0.621,2.592,0.279,2.905,0.592
492, C(=Cc1ccc(cc1)C=CSC=C(c1ccccc1)c1ccccc1)SC=C(c1ccccc1)c1ccccc1,dichloromethane,3.388,3.146,-0.242,3.602,0.214,3.849,0.461,3.894,0.506,3.262,-0.126,3.892,0.504
493, [O-][N+](=O)c1ccc(cc1)c1sc(c2c1OCCO2)c1ccc(cc1)[N+](=O)[O-],dichloromethane,3.315,2.703,-0.612,3.206,-0.109,3.405,0.09,3.502,0.187,2.887,-0.428,3.392,0.077
494, CN1c2ccc(cc2Sc2c1cccc2)C=Nc1ccc2c(c1)Cc1c2cccc1,dichloromethane,3.061,3.032,-0.029,3.444,0.383,3.689,0.628,3.79,0.729,3.17,0.109,3.752,0.691
495, CN1c2ccc(cc2Sc2c1cccc2)C=Cc1ccc(cc1)N(c1ccc(cc1)C=Cc1ccc2c(c1)Sc1c(N2C)cccc1)c1ccc(cc1)C=Cc1ccc(c2c1nsn2)C=Cc1ccc(cc1)N(c1ccc(cc1)C=Cc1ccc2c(c1)Sc1c(N2C)cccc1)c1ccc(cc1)C=Cc1ccc2c(c1)Sc1c(N2C)cccc1,dichloromethane,2.883,2.705,-0.178,3.234,0.351,3.499,0.616,3.535,0.652,2.85,-0.033,3.475,0.592
496, CN1c2cc(C=Nc3ccc4c(c3)Sc3c(N4C)cccc3)ccc2Sc2c1cccc2,dichloromethane,3.077,2.89,-0.187,4.449,1.372,4.762,1.685,4.87,1.793,3.042,-0.035,4.87,1.793
497, CN1c2cc(C=Nc3ccc4c(c3)Cc3c4cccc3)ccc2Sc2c1cccc2,dichloromethane,4.35,3.366,-0.984,4.389,0.039,4.665,0.315,4.762,0.412,3.511,-0.839,3.77,-0.58
498, CN1c2c(cccc2Sc2c1cccc2)C=Nc1ccc2c(c1)cccc2,dichloromethane,3.351,3.475,0.124,4.942,1.591,5.339,1.988,5.411,2.06,3.622,0.271,5.447,2.096
499, CN1c2c(cccc2Sc2c1cccc2)C=Nc1ccc2c(c1)Sc1c(N2C)cccc1,dichloromethane,3.077,2.898,-0.179,3.274,0.197,3.614,0.537,3.712,0.635,3.054,-0.023,3.721,0.644
500, CN1c2c(cccc2Sc2c1cccc2)C=Nc1ccc2c(c1)Cc1c2cccc1,dichloromethane,4.105,3.377,-0.728,3.764,-0.341,4.008,-0.097,4.786,0.681,3.532,-0.573,4.069,-0.036
501, CCn1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)c1nc2c(n1c1ccccc1)cccc2)c1cccs1,dichloromethane,3.333,3.099,-0.234,3.484,0.151,3.717,0.384,3.865,0.532,3.268,-0.065,3.778,0.445
502, CCn1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)c1nc2c(n1c1ccccc1)cccc2)c1ccc(s1)c1nc2c(n1c1ccccc1)cccc2,dichloromethane,3.195,3.511,0.316,3.415,0.22,3.721,0.526,3.776,0.581,3.164,-0.031,3.691,0.496
503, CCN1C(=O)C(=CC=CC=CC=c2sc3c(n2CC)cccc3)C(=O)N(C1=S)CC,dichloromethane,1.751,2.374,0.623,2.188,0.437,2.3,0.549,2.349,0.598,2.404,0.653,2.38,0.629
504, CCN(c1ccc2c(c1)oc(=O)c(c2O)C(=O)C=Cc1ccc2c(c1)c1ccccc1n2CC)CC,dichloromethane,2.275,2.796,0.521,3.152,0.877,3.402,1.127,3.478,1.203,2.939,0.664,3.43,1.155
505, CCN(c1ccc2c(c1)oc(=O)c(c2)C=CC(=O)c1c(=O)oc2c(c1O)cccc2)CC,dichloromethane,2.465,2.704,0.239,2.938,0.473,3.175,0.71,3.245,0.78,2.821,0.356,3.224,0.759
506, CC(=O)c1ccc(cc1)c1scc2c1OCCO2,dichloromethane,3.701,3.667,-0.034,3.879,0.178,4.165,0.464,4.285,0.584,3.824,0.123,4.244,0.543
507, C1COc2c(O1)c(sc2c1cc2c(s1)cccc2)c1cc2c(s1)cccc2,dichloromethane,3.139,3.036,-0.103,3.268,0.129,3.499,0.36,3.573,0.434,3.154,0.015,3.519,0.38
508, C1COc2c(O1)c(sc2)c1c2ccccc2cc2c1cccc2,dichloromethane,3.351,3.307,-0.044,5.086,1.735,5.399,2.048,5.531,2.18,5.363,2.012,5.555,2.204
509, C(COc1cc(C=Cc2ccc(c3c2nsn3)C=Cc2cc(OCC(C)CC)c(c(c2)OCC(C)CC)OCC(C)CC)cc(c1OCC(C)CC)OCC(C)CC)CC,dichloromethane,2.556,3.259,0.703,2.816,0.26,2.912,0.356,3.059,0.503,3.439,0.883,2.971,0.415
510, Brc1cc(c(cc1c1ccccc1N(c1ccccc1)c1ccccc1)Br)c1ccccc1N(c1ccccc1)c1ccccc1,dichloromethane,2.917,4.136,1.219,4.196,1.279,4.557,1.64,4.665,1.748,4.208,1.291,4.593,1.676
511, c1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccccc1)C=C3)c1ccccc1)[nH]2)c1ccccc1.[Zn],dichloromethane,2.959,3.451,0.492,3.391,0.432,3.583,0.624,3.679,0.72,3.499,0.54,3.667,0.708
512, c1ccc(cc1)c1ccnc2c1ccc1c2nccc1c1ccccc1,dichloromethane,4.444,4.028,-0.416,4.749,0.305,5.074,0.63,5.23,0.786,4.858,0.414,5.218,0.774
513, c1ccc2c(c1)C(C=C2)[Fe]C1C=Cc2c1cccc2,dichloromethane,2.938,3.391,0.453,3.182,0.244,3.186,0.248,3.114,0.176,3.715,0.777,3.523,0.585
514, c1ccc2c(c1)c1ccc(cc1C2)C#Cc1ccc(cc1)n1c2ccccc2c2c1cccc2,dichloromethane,3.069,3.288,0.219,3.664,0.595,3.934,0.865,4.044,0.975,3.437,0.368,3.987,0.918
